No.,Hotel Name,Ratings,Reviews,Reviews Split
252,Grand Copthorne Waterfront Singapore,3,Magically appearing room Upon checking in at the appointed PM we were told that the room was available only at PM  After protestation a room magically appears from the unsmiling staff  If you like neat tricks this is your hotel Otherwise the stay was uneventful ,"['magically', 'appearing', 'room', 'upon', 'checking', 'appointed', 'pm', 'told', 'room', 'available', 'pm', 'protestation', 'room', 'magically', 'appears', 'unsmiling', 'staff', 'like', 'neat', 'tricks', 'hotel', 'otherwise', 'stay', 'uneventful', '']"
253,Grand Copthorne Waterfront Singapore,3,Zero customer satisfaction We stayed at Grand Copthrone Waterfront for  nights in the Deluxe Waterfront Room  The view from room was amazing overlooking the river and partial view of Marina Bay Sands  The disappointing things were  Front Desk staff not at all friendly and never ever even tried to understand our request It was my sons birthday so when we checked in at that time too I had informed the hotel about the same Later just one day before too I approached the front desk and requested them to arrange some ballons and a cake for celebrating his birthday important thing is I told them to charge for all this not do it for free still nothing was done when we returned to the hotel   I literally had to fight to get a small pastry from them as they kept on refusing by giving excuses of closing   ,"['zero', 'customer', 'satisfaction', 'stayed', 'grand', 'copthrone', 'waterfront', 'nights', 'deluxe', 'waterfront', 'room', 'view', 'room', 'amazing', 'overlooking', 'river', 'partial', 'view', 'marina', 'bay', 'sands', 'disappointing', 'things', 'front', 'desk', 'staff', 'friendly', 'never', 'ever', 'even', 'tried', 'understand', 'request', 'sons', 'birthday', 'checked', 'time', 'informed', 'hotel', 'later', 'one', 'day', 'approached', 'front', 'desk', 'requested', 'arrange', 'ballons', 'cake', 'celebrating', 'birthday', 'important', 'thing', 'told', 'charge', 'free', 'still', 'nothing', 'done', 'returned', 'hotel', 'literally', 'fight', 'get', 'small', 'pastry', 'kept', 'refusing', 'giving', 'excuses', 'closing', '']"
254,Grand Copthorne Waterfront Singapore,5,Birthday Celeb The service is fantastic Shirley and Jennifer were awesome in making our lounge stay memorable Food are great and drinks are perfect  Thank you for the best customer service  Thank you from Mark  Sheryl ,"['birthday', 'celeb', 'service', 'fantastic', 'shirley', 'jennifer', 'awesome', 'making', 'lounge', 'stay', 'memorable', 'food', 'great', 'drinks', 'perfect', 'thank', 'best', 'customer', 'service', 'thank', 'mark', 'sheryl', '']"
255,Grand Copthorne Waterfront Singapore,3,Big name poor service  not for business traveller   only for groups great location  but very poor service attitude  small rooms  no restaurant capacity in coffee shop  hence missed breakfast  had to ask for housekeeping service  lobby bar is poor    This hotel is for Groups  not for business travellers  ,"['big', 'name', 'poor', 'service', 'business', 'traveller', 'groups', 'great', 'location', 'poor', 'service', 'attitude', 'small', 'rooms', 'restaurant', 'capacity', 'coffee', 'shop', 'hence', 'missed', 'breakfast', 'ask', 'housekeeping', 'service', 'lobby', 'bar', 'poor', 'hotel', 'groups', 'business', 'travellers', '']"
256,Grand Copthorne Waterfront Singapore,5,Singapore Grand Copthorne Water front From the time we walked in the door we where welcomed the staff helped use with every question about the places we booked to see and gave advice on the best times and other attraction we might like to see The hotel is in walking to place China town and a lot of food eateries in the area Out back is the river which has a good walking link to parts of the main city and is very clean ,"['singapore', 'grand', 'copthorne', 'water', 'front', 'time', 'walked', 'door', 'welcomed', 'staff', 'helped', 'use', 'every', 'question', 'places', 'booked', 'see', 'gave', 'advice', 'best', 'times', 'attraction', 'might', 'like', 'see', 'hotel', 'walking', 'place', 'china', 'town', 'lot', 'food', 'eateries', 'area', 'back', 'river', 'good', 'walking', 'link', 'parts', 'main', 'city', 'clean', '']"
257,Grand Copthorne Waterfront Singapore,5,Excellent service We stayed for days nights Firstly I commend the fast check in we had It took only a few minutes for us to get in Our room is just ok for us too It s huge actually Secondly the executive lounge service is perfect They don t let our table be emptied of food and drinks which we liked Lol Megan let us try the blended drinks shirley ginger and sea breeze for our final night She s very accommodating they all are Thirdly the breakfast buffet is awesome The pool is great They d consider those who are ft below in height Lol I just found the toilet kinda weird cos no bidet But overall i paid so worth it for this staycation  dude ,"['excellent', 'service', 'stayed', 'days', 'nights', 'firstly', 'commend', 'fast', 'check', 'took', 'minutes', 'us', 'get', 'room', 'ok', 'us', 'huge', 'actually', 'secondly', 'executive', 'lounge', 'service', 'perfect', 'let', 'table', 'emptied', 'food', 'drinks', 'liked', 'lol', 'megan', 'let', 'us', 'try', 'blended', 'drinks', 'shirley', 'ginger', 'sea', 'breeze', 'final', 'night', 'accommodating', 'thirdly', 'breakfast', 'buffet', 'awesome', 'pool', 'great', 'consider', 'ft', 'height', 'lol', 'found', 'toilet', 'kinda', 'weird', 'cos', 'bidet', 'overall', 'paid', 'worth', 'staycation', 'dude', '']"
258,Grand Copthorne Waterfront Singapore,5,Overall rate Had a very enjoyable stay in this hotel with my friends  Nice place to stay Excellent service good food  superb drinks     especially in the Executive Club Lounge  Thanks Megan  the rest of the team   ,"['overall', 'rate', 'enjoyable', 'stay', 'hotel', 'friends', 'nice', 'place', 'stay', 'excellent', 'service', 'good', 'food', 'superb', 'drinks', 'especially', 'executive', 'club', 'lounge', 'thanks', 'megan', 'rest', 'team', '']"
259,Grand Copthorne Waterfront Singapore,5,Overall rate Staff are very accommodating Food are good Service are excellent Drinks are exquisite Recommendations of  Ms Megan with regards to our alcoholic drinks are the best   Weve been here for  days and  nights and over all service are highly recommended Its truly a  star hotel indeed  ,"['overall', 'rate', 'staff', 'accommodating', 'food', 'good', 'service', 'excellent', 'drinks', 'exquisite', 'recommendations', 'ms', 'megan', 'regards', 'alcoholic', 'drinks', 'best', 'weve', 'days', 'nights', 'service', 'highly', 'recommended', 'truly', 'star', 'hotel', 'indeed', '']"
260,Grand Copthorne Waterfront Singapore,4,Our Getaway In general we had a good staycation It was worth paying for Club floor privileges Service there was good We truly appreciated the warm and personable service provided by Shirley Club Manager and Danny  Club Executive who were both very attentive  consistently diligent and efficient while maintaining a very calm and assuring disposition With business picking up space maybe a constraint and it may become a challenge to service a larger group of guests   The Food Capital cafe could not cater to the large breakfast crowd so there maybe a need for either having different seatings or to provide more seating perhaps in another room like some hotels which open up other function rooms  There is a need for the services of porters ,"['getaway', 'general', 'good', 'staycation', 'worth', 'paying', 'club', 'floor', 'privileges', 'service', 'good', 'truly', 'appreciated', 'warm', 'personable', 'service', 'provided', 'shirley', 'club', 'manager', 'danny', 'club', 'executive', 'attentive', 'consistently', 'diligent', 'efficient', 'maintaining', 'calm', 'assuring', 'disposition', 'business', 'picking', 'space', 'maybe', 'constraint', 'may', 'become', 'challenge', 'service', 'larger', 'group', 'guests', 'food', 'capital', 'cafe', 'could', 'cater', 'large', 'breakfast', 'crowd', 'maybe', 'need', 'either', 'different', 'seatings', 'provide', 'seating', 'perhaps', 'another', 'room', 'like', 'hotels', 'open', 'function', 'rooms', 'need', 'services', 'porters', '']"
261,Grand Copthorne Waterfront Singapore,1,Terrible staycation Check in was quite ok managed to get a room at pm for the suite room Room spacious although not clean Sofa also got smell   Please do not ever book the club room as the food is really terrible  tiny plates of cold dish  tiny plates of hot dish NON REFILLABLE all the dishes are like nugget sized btw Ask for refill and was told that food non refillable and can only offer to us if have excess HAHA First time come across so terrible lounge access But luckily drinks refillable although very limited   Overall experience feels like eating McDonalds  piece nuggets Very unique special experience won t be able to find elsewhere for sure   People were refused at the door saying full house but they will try their best to accommodate but no promise If cannot make it in   ,"['terrible', 'staycation', 'check', 'quite', 'ok', 'managed', 'get', 'room', 'pm', 'suite', 'room', 'room', 'spacious', 'although', 'clean', 'sofa', 'also', 'got', 'smell', 'please', 'ever', 'book', 'club', 'room', 'food', 'really', 'terrible', 'tiny', 'plates', 'cold', 'dish', 'tiny', 'plates', 'hot', 'dish', 'non', 'refillable', 'dishes', 'like', 'nugget', 'sized', 'btw', 'ask', 'refill', 'told', 'food', 'non', 'refillable', 'offer', 'us', 'excess', 'haha', 'first', 'time', 'come', 'across', 'terrible', 'lounge', 'access', 'luckily', 'drinks', 'refillable', 'although', 'limited', 'overall', 'experience', 'feels', 'like', 'eating', 'mcdonalds', 'piece', 'nuggets', 'unique', 'special', 'experience', 'able', 'find', 'elsewhere', 'sure', 'people', 'refused', 'door', 'saying', 'full', 'house', 'try', 'best', 'accommodate', 'promise', 'cannot', 'make', '']"
262,Grand Copthorne Waterfront Singapore,5,Great Service by Shirley Had a birthday staycay here Shirley wished me a happy birthday the moment i step foot there Thoughtful service and staff was very attentive to our needs and also explained to us the dishes that were being served Great experience ,"['great', 'service', 'shirley', 'birthday', 'staycay', 'shirley', 'wished', 'happy', 'birthday', 'moment', 'step', 'foot', 'thoughtful', 'service', 'staff', 'attentive', 'needs', 'also', 'explained', 'us', 'dishes', 'served', 'great', 'experience', '']"
263,Grand Copthorne Waterfront Singapore,3,No longer  star standard Overall room was dated but decent Only gripe was with the drilling that went on in the next room the whole afternoon They could have assigned us a room away from the drilling Im sure they werent at max capacity Breakfast spread was also too small  stations at a  star hotel left much to be desired ,"['longer', 'star', 'standard', 'overall', 'room', 'dated', 'decent', 'gripe', 'drilling', 'went', 'next', 'room', 'whole', 'afternoon', 'could', 'assigned', 'us', 'room', 'away', 'drilling', 'im', 'sure', 'werent', 'max', 'capacity', 'breakfast', 'spread', 'also', 'small', 'stations', 'star', 'hotel', 'left', 'much', 'desired', '']"
264,Grand Copthorne Waterfront Singapore,5,Awesome stay We arrived at am and were welcomed with great service which continued throughout our stay The hotel is very clean with very friendly staff Our room was very comfortable and room service was also excellent ,"['awesome', 'stay', 'arrived', 'welcomed', 'great', 'service', 'continued', 'throughout', 'stay', 'hotel', 'clean', 'friendly', 'staff', 'room', 'comfortable', 'room', 'service', 'also', 'excellent', '']"
265,Grand Copthorne Waterfront Singapore,5,Staycation at Grand Copthorne Waterfront SG We have such a wonderful time here at the Executive Lounge Shirley and Jennifer were excellent host and treated us with so much goodies They were welcoming and thoughtful came round to check if we need anything The view of the city from here was priceless that we stayed to watch the city lights A wonderful afternoon and evening with my lovely wife ,"['staycation', 'grand', 'copthorne', 'waterfront', 'sg', 'wonderful', 'time', 'executive', 'lounge', 'shirley', 'jennifer', 'excellent', 'host', 'treated', 'us', 'much', 'goodies', 'welcoming', 'thoughtful', 'came', 'round', 'check', 'need', 'anything', 'view', 'city', 'priceless', 'stayed', 'watch', 'city', 'lights', 'wonderful', 'afternoon', 'evening', 'lovely', 'wife', '']"
266,Grand Copthorne Waterfront Singapore,5,Birthday Celebration We enjoyed our stay in Grand Copthorne Watefront I chose this hotel to celebrate my elder daughters birthday The staff were great in particular Ms Shirley Club Manager and Ms Jennifer Club Executive of the Executive Club They were so attentive to us a group of  ladies We were clueless about alcoholic cocktail drinks but Ms Shirley recommended and concocted well refreshing drinks to us Both herself and Ms Jennifer explained every of the dishes served to us on our  night stay in addition to offering us extra Ms Shirley even helped us to extend our check out the next day We will to grateful to her We highly recommend this hotel to all               ,"['birthday', 'celebration', 'enjoyed', 'stay', 'grand', 'copthorne', 'watefront', 'chose', 'hotel', 'celebrate', 'elder', 'daughters', 'birthday', 'staff', 'great', 'particular', 'ms', 'shirley', 'club', 'manager', 'ms', 'jennifer', 'club', 'executive', 'executive', 'club', 'attentive', 'us', 'group', 'ladies', 'clueless', 'alcoholic', 'cocktail', 'drinks', 'ms', 'shirley', 'recommended', 'concocted', 'well', 'refreshing', 'drinks', 'us', 'ms', 'jennifer', 'explained', 'every', 'dishes', 'served', 'us', 'night', 'stay', 'addition', 'offering', 'us', 'extra', 'ms', 'shirley', 'even', 'helped', 'us', 'extend', 'check', 'next', 'day', 'grateful', 'highly', 'recommend', 'hotel', '']"
267,Grand Copthorne Waterfront Singapore,5,Enjoyable stay We had a really good time here while also having a birthday celebration At the executive club lounge both Shirley and Jennifer were very proactive and forthcoming to us We truly enjoyed the time most at this lounge as good food and drinks were given Even when we were not sure of what drinks to drink Shirley was kind enough to recommend and mix drinks that suited all our palettes I highly recommend coming here if you are planning to stay at Grand Copthorne Waterfront ,"['enjoyable', 'stay', 'really', 'good', 'time', 'also', 'birthday', 'celebration', 'executive', 'club', 'lounge', 'shirley', 'jennifer', 'proactive', 'forthcoming', 'us', 'truly', 'enjoyed', 'time', 'lounge', 'good', 'food', 'drinks', 'given', 'even', 'sure', 'drinks', 'drink', 'shirley', 'kind', 'enough', 'recommend', 'mix', 'drinks', 'suited', 'palettes', 'highly', 'recommend', 'coming', 'planning', 'stay', 'grand', 'copthorne', 'waterfront', '']"
268,Grand Copthorne Waterfront Singapore,5,Grand Copthrone Waterfront  The Executive Club Our stay at Grand Copthrone Waterfront was pleasant and great One thing that stood out was the service at the Executive Club from Shirley and Jennifer during Tea and Happy Hour We were also well fed because of them Thanks so much ,"['grand', 'copthrone', 'waterfront', 'executive', 'club', 'stay', 'grand', 'copthrone', 'waterfront', 'pleasant', 'great', 'one', 'thing', 'stood', 'service', 'executive', 'club', 'shirley', 'jennifer', 'tea', 'happy', 'hour', 'also', 'well', 'fed', 'thanks', 'much', '']"
269,Grand Copthorne Waterfront Singapore,5,Nice view and friendly service Hotel is nice and staff is friendly   Especially at the executive club lounge Been there during the evening cocktail period The view is breathtaking on top of the good service provided by Ms Shirley Chng and Ms Jennifer   Upon entry we were introduced with what cocktail is available and prepare it for us   After which we are served with small appetisers main course and dessert Even though it does not look much but it is very filling we had to skip dinner after  Kudos to GCW Executive Club Lounge     ,"['nice', 'view', 'friendly', 'service', 'hotel', 'nice', 'staff', 'friendly', 'especially', 'executive', 'club', 'lounge', 'evening', 'cocktail', 'period', 'view', 'breathtaking', 'top', 'good', 'service', 'provided', 'ms', 'shirley', 'chng', 'ms', 'jennifer', 'upon', 'entry', 'introduced', 'cocktail', 'available', 'prepare', 'us', 'served', 'small', 'appetisers', 'main', 'course', 'dessert', 'even', 'though', 'look', 'much', 'filling', 'skip', 'dinner', 'kudos', 'gcw', 'executive', 'club', 'lounge', '']"
270,Grand Copthorne Waterfront Singapore,5,Commendation on Jennifer First I would like to commend Jennifer Jennifer from the club lounge was exceptional in her service From the first day of checking into the hotel She remembers my wife and me and attended to our needs promptly She introduced every dish that was served during the course and constantly checked in with us if we are doing fine and if we needed more drinks Definitely will return in the future if it permits Well done Grand Copthorne  Waterfront Hotel Singapore ,"['commendation', 'jennifer', 'first', 'would', 'like', 'commend', 'jennifer', 'jennifer', 'club', 'lounge', 'exceptional', 'service', 'first', 'day', 'checking', 'hotel', 'remembers', 'wife', 'attended', 'needs', 'promptly', 'introduced', 'every', 'dish', 'served', 'course', 'constantly', 'checked', 'us', 'fine', 'needed', 'drinks', 'definitely', 'return', 'future', 'permits', 'well', 'done', 'grand', 'copthorne', 'waterfront', 'hotel', 'singapore', '']"
271,Grand Copthorne Waterfront Singapore,4,Bit far from mrt station The nearest mrt station is Fort canning but it take more than min It s humid outside and sometimes rain so hard quite tough for travelers to reach the station  However it s so nice street along the river ,"['bit', 'far', 'mrt', 'station', 'nearest', 'mrt', 'station', 'fort', 'canning', 'take', 'min', 'humid', 'outside', 'sometimes', 'rain', 'hard', 'quite', 'tough', 'travelers', 'reach', 'station', 'however', 'nice', 'street', 'along', 'river', '']"
272,Grand Copthorne Waterfront Singapore,4, STARS ALL ROUND Room is very clean My package comes with Club benefits Shirley Club Manager  her team took care of us well whenever were at the club She even arranged a birthday cake when I told her were actually celebrating a birthday Pleasant surprise  an awesome staycation ,"['', 'stars', 'round', 'room', 'clean', 'package', 'comes', 'club', 'benefits', 'shirley', 'club', 'manager', 'team', 'took', 'care', 'us', 'well', 'whenever', 'club', 'even', 'arranged', 'birthday', 'cake', 'told', 'actually', 'celebrating', 'birthday', 'pleasant', 'surprise', 'awesome', 'staycation', '']"
273,Grand Copthorne Waterfront Singapore,2,Spacious but old room terrible service I stayed here  nights with my family This old hotel has a renovated newish look in the lobby but the room itself is still very old Service here was rude The entire breakfast service was under staffed and guests were being shouted at instead of being served room wasn t properly cleaned  possibly the worst stay in Singapore ,"['spacious', 'old', 'room', 'terrible', 'service', 'stayed', 'nights', 'family', 'old', 'hotel', 'renovated', 'newish', 'look', 'lobby', 'room', 'still', 'old', 'service', 'rude', 'entire', 'breakfast', 'service', 'staffed', 'guests', 'shouted', 'instead', 'served', 'room', 'properly', 'cleaned', 'possibly', 'worst', 'stay', 'singapore', '']"
274,Grand Copthorne Waterfront Singapore,2,Birthday Celebration Room was spacious and good for friends stay since we were three and had our own beds The room AC was quite weak and could not keep the room cool in the afternoon and staffs responsiveness to requests was quite poor ,"['birthday', 'celebration', 'room', 'spacious', 'good', 'friends', 'stay', 'since', 'three', 'beds', 'room', 'ac', 'quite', 'weak', 'could', 'keep', 'room', 'cool', 'afternoon', 'staffs', 'responsiveness', 'requests', 'quite', 'poor', '']"
275,Grand Copthorne Waterfront Singapore,5,Luxury at great price Wonderful experience from check in to final night All the staff were very friendly and super efficient Shirley Jennifer Danny and Alex in the executive club were just superb and looked after us so brilliantly The food and drinks on offer were great and they have created such a nice environment Our room in the th floor was huge and had a great view of the river Huge bathroom with big tub and separate shower Breakfast was very nice and again all the staff in the restaurant were great Highly recommend staying here if you want proper big hotel luxury ,"['luxury', 'great', 'price', 'wonderful', 'experience', 'check', 'final', 'night', 'staff', 'friendly', 'super', 'efficient', 'shirley', 'jennifer', 'danny', 'alex', 'executive', 'club', 'superb', 'looked', 'us', 'brilliantly', 'food', 'drinks', 'offer', 'great', 'created', 'nice', 'environment', 'room', 'th', 'floor', 'huge', 'great', 'view', 'river', 'huge', 'bathroom', 'big', 'tub', 'separate', 'shower', 'breakfast', 'nice', 'staff', 'restaurant', 'great', 'highly', 'recommend', 'staying', 'want', 'proper', 'big', 'hotel', 'luxury', '']"
276,Grand Copthorne Waterfront Singapore,1,Bad bad bad experience Pathetic unfriendly and rude behaviour of staff No efforts made bu anyone to make sure customer is satisfied in any front possible The overall objective of the staff to make sure either they make more money or just do the no of hours to complete there shift and go home To state an experience on my fourth day it took me  mins and asking  different people for a water bottle near the breakfast area as I had to take some medicine but they were all just not bothered about me at all I will make sure that everyone I know never ever visit your hotel and hAve such a bad experience ,"['bad', 'bad', 'bad', 'experience', 'pathetic', 'unfriendly', 'rude', 'behaviour', 'staff', 'efforts', 'made', 'bu', 'anyone', 'make', 'sure', 'customer', 'satisfied', 'front', 'possible', 'overall', 'objective', 'staff', 'make', 'sure', 'either', 'make', 'money', 'hours', 'complete', 'shift', 'go', 'home', 'state', 'experience', 'fourth', 'day', 'took', 'mins', 'asking', 'different', 'people', 'water', 'bottle', 'near', 'breakfast', 'area', 'take', 'medicine', 'bothered', 'make', 'sure', 'everyone', 'know', 'never', 'ever', 'visit', 'hotel', 'bad', 'experience', '']"
277,Grand Copthorne Waterfront Singapore,4,Grand Copthorne stay Initially got upgraded to Executive floor suite Old but large room and executive floor snacks and drinks were great between pm Breakfast too busy and not an awful lot of choice so went once and didnt bother again Overall nice hotel in good location but work needs to be done on breakfast ,"['grand', 'copthorne', 'stay', 'initially', 'got', 'upgraded', 'executive', 'floor', 'suite', 'old', 'large', 'room', 'executive', 'floor', 'snacks', 'drinks', 'great', 'pm', 'breakfast', 'busy', 'awful', 'lot', 'choice', 'went', 'didnt', 'bother', 'overall', 'nice', 'hotel', 'good', 'location', 'work', 'needs', 'done', 'breakfast', '']"
278,Grand Copthorne Waterfront Singapore,4, night stay in Singapore to visit relatives Value for money stay at a riverfront hotel in Singapore The best part is the location next to the riverside walkway which leads all the way to Marina Bay We did the walk early every morning to see the sunrise at Marina Bay ,"['', 'night', 'stay', 'singapore', 'visit', 'relatives', 'value', 'money', 'stay', 'riverfront', 'hotel', 'singapore', 'best', 'part', 'location', 'next', 'riverside', 'walkway', 'leads', 'way', 'marina', 'bay', 'walk', 'early', 'every', 'morning', 'see', 'sunrise', 'marina', 'bay', '']"
279,Grand Copthorne Waterfront Singapore,5,Seamless Stay Went for a dayca check in and out procedures were very smooth We arrived earlier and hotel let us check in earlier great that they were not too particular about the check in timing Walked by the gym and spent some time at the pool All was good ,"['seamless', 'stay', 'went', 'dayca', 'check', 'procedures', 'smooth', 'arrived', 'earlier', 'hotel', 'let', 'us', 'check', 'earlier', 'great', 'particular', 'check', 'timing', 'walked', 'gym', 'spent', 'time', 'pool', 'good', '']"
280,Grand Copthorne Waterfront Singapore,5,Executive lounge Shirley is very attentive and proactive in assessing our needs which is greatly appreciated and a nice departure  from the front desk on the ground floor She gave us a  hours extension to the check out  further to the  hour extension  given by front desk which is greatly appreciated Danny is also extremely efficient and generous with his attention and wine pouring and both were good with keeping the hor doeuvre for us beyond the  pm limit Brilliant service ,"['executive', 'lounge', 'shirley', 'attentive', 'proactive', 'assessing', 'needs', 'greatly', 'appreciated', 'nice', 'departure', 'front', 'desk', 'ground', 'floor', 'gave', 'us', 'hours', 'extension', 'check', 'hour', 'extension', 'given', 'front', 'desk', 'greatly', 'appreciated', 'danny', 'also', 'extremely', 'efficient', 'generous', 'attention', 'wine', 'pouring', 'good', 'keeping', 'hor', 'doeuvre', 'us', 'beyond', 'pm', 'limit', 'brilliant', 'service', '']"
281,Grand Copthorne Waterfront Singapore,5,Wonderful experience at Grand Copthrone Waterfront My wife and I stayed at The Grand Copthrone Waterfront for DN to celebrate our th Wedding Anniversary The efficiency and friendliness of the entire Hotel team ensured that our experience throughout the staycation was as magical as it could be A big special thank you to Ms Shirley Chng Club Manager and Mr Danny Club Executive for their warm hospitality showered upon us during our visit to the lounge Thank you very much ,"['wonderful', 'experience', 'grand', 'copthrone', 'waterfront', 'wife', 'stayed', 'grand', 'copthrone', 'waterfront', 'dn', 'celebrate', 'th', 'wedding', 'anniversary', 'efficiency', 'friendliness', 'entire', 'hotel', 'team', 'ensured', 'experience', 'throughout', 'staycation', 'magical', 'could', 'big', 'special', 'thank', 'ms', 'shirley', 'chng', 'club', 'manager', 'mr', 'danny', 'club', 'executive', 'warm', 'hospitality', 'showered', 'upon', 'us', 'visit', 'lounge', 'thank', 'much', '']"
282,Grand Copthorne Waterfront Singapore,5,Enjoy the staycation Stay a night on April  Enjoy the stay with family The hotel trying their best for my requests especially thanks to the the lady who answer the hotline and the counter staff ms Yvonne  Both of them are so polite and helpful Thanks grand copthorne  Well done   ,"['enjoy', 'staycation', 'stay', 'night', 'april', 'enjoy', 'stay', 'family', 'hotel', 'trying', 'best', 'requests', 'especially', 'thanks', 'lady', 'answer', 'hotline', 'counter', 'staff', 'ms', 'yvonne', 'polite', 'helpful', 'thanks', 'grand', 'copthorne', 'well', 'done', '']"
283,Grand Copthorne Waterfront Singapore,5,Good job The room they provided was excellent Service facilities tennis court gym and swimming food were good It has a beautiful Sunrise view in the morning Shopping and Cinemax were within walking distance Overall I love the stay ,"['good', 'job', 'room', 'provided', 'excellent', 'service', 'facilities', 'tennis', 'court', 'gym', 'swimming', 'food', 'good', 'beautiful', 'sunrise', 'view', 'morning', 'shopping', 'cinemax', 'within', 'walking', 'distance', 'overall', 'love', 'stay', '']"
284,Grand Copthorne Waterfront Singapore,3,Not a super good experince Sleeping quality was horrible due to huge service elevator noise I stayed at  that I recemmed to cancel this room at all Bar service is not good I cannot order anything at late night  Executive lounge on th Floor view is amazing however served free drinks was cheast brand which are not tasty at all ,"['super', 'good', 'experince', 'sleeping', 'quality', 'horrible', 'due', 'huge', 'service', 'elevator', 'noise', 'stayed', 'recemmed', 'cancel', 'room', 'bar', 'service', 'good', 'cannot', 'order', 'anything', 'late', 'night', 'executive', 'lounge', 'th', 'floor', 'view', 'amazing', 'however', 'served', 'free', 'drinks', 'cheast', 'brand', 'tasty', '']"
285,Grand Copthorne Waterfront Singapore,5,Grand hotel Really lovely hotel with a grand lobby The pool was really enjoyable with deck chairs which was a nice way to cool off after being out all day in the the heat of the city For Singapore standards the room was very spacious and the bathroom was so impressive with a lovely powerful shower and a large bath The rooms have big floor to ceiling windows providing a great view to the city The location was excellent you can easily walk from the hotel to Clarke Quay by simply following the river The breakfast was a little disappointing with limited options although this may be because of Covid Just across the river there is a great choice of restaurants and bars The concierge were so helpful we had a late flight back and they allowed us to store our luggage all day and use the   ,"['grand', 'hotel', 'really', 'lovely', 'hotel', 'grand', 'lobby', 'pool', 'really', 'enjoyable', 'deck', 'chairs', 'nice', 'way', 'cool', 'day', 'heat', 'city', 'singapore', 'standards', 'room', 'spacious', 'bathroom', 'impressive', 'lovely', 'powerful', 'shower', 'large', 'bath', 'rooms', 'big', 'floor', 'ceiling', 'windows', 'providing', 'great', 'view', 'city', 'location', 'excellent', 'easily', 'walk', 'hotel', 'clarke', 'quay', 'simply', 'following', 'river', 'breakfast', 'little', 'disappointing', 'limited', 'options', 'although', 'may', 'covid', 'across', 'river', 'great', 'choice', 'restaurants', 'bars', 'concierge', 'helpful', 'late', 'flight', 'back', 'allowed', 'us', 'store', 'luggage', 'day', 'use', '']"
286,Grand Copthorne Waterfront Singapore,5,Basically best service Checkin is hassle free the room is clean services are notably top notch foods in the club lounges and food capital are delicious Requested a river view and the view is fantastic especially at night Definitely will come again for my next staycation ,"['basically', 'best', 'service', 'checkin', 'hassle', 'free', 'room', 'clean', 'services', 'notably', 'top', 'notch', 'foods', 'club', 'lounges', 'food', 'capital', 'delicious', 'requested', 'river', 'view', 'view', 'fantastic', 'especially', 'night', 'definitely', 'come', 'next', 'staycation', '']"
287,Grand Copthorne Waterfront Singapore,5,Great family staycay Booked  executive rooms for our family of  over the Good Friday period Rooms     Kudos to Danny  Shirley for making us felt at home with excellent service and serving us with varieties of alcoholicnonalcoholic cocktails and juices Also made it a point to explain the food served cold dish hot dish and dessert  Pity that the Club Lounge is only open from the afternoon as the breakfast at level one was heavily packed and the staff there were simply overwhelmed with exhausted and disgruntled expression Hence we only had bfast there once the following day we had ours at Great World City instead  which is just a min walk from the hotel We also managed to catch a movie The Secrets of Dumbledore there as well  Gym was very wellequipped but swimming pool   ,"['great', 'family', 'staycay', 'booked', 'executive', 'rooms', 'family', 'good', 'friday', 'period', 'rooms', 'kudos', 'danny', 'shirley', 'making', 'us', 'felt', 'home', 'excellent', 'service', 'serving', 'us', 'varieties', 'alcoholicnonalcoholic', 'cocktails', 'juices', 'also', 'made', 'point', 'explain', 'food', 'served', 'cold', 'dish', 'hot', 'dish', 'dessert', 'pity', 'club', 'lounge', 'open', 'afternoon', 'breakfast', 'level', 'one', 'heavily', 'packed', 'staff', 'simply', 'overwhelmed', 'exhausted', 'disgruntled', 'expression', 'hence', 'bfast', 'following', 'day', 'great', 'world', 'city', 'instead', 'min', 'walk', 'hotel', 'also', 'managed', 'catch', 'movie', 'secrets', 'dumbledore', 'well', 'gym', 'wellequipped', 'swimming', 'pool', '']"
288,Grand Copthorne Waterfront Singapore,5,Wonderful stay at the executive lounge We highly recommend the visit of the executive lounge Shirley the club manager and Jennifer the club executive had been very courteous and helpful It nearly was like being at home  Thank you so much Nice fingerfood and cocktails for Happy Hour ,"['wonderful', 'stay', 'executive', 'lounge', 'highly', 'recommend', 'visit', 'executive', 'lounge', 'shirley', 'club', 'manager', 'jennifer', 'club', 'executive', 'courteous', 'helpful', 'nearly', 'like', 'home', 'thank', 'much', 'nice', 'fingerfood', 'cocktails', 'happy', 'hour', '']"
289,Grand Copthorne Waterfront Singapore,4,Hotel made up for previous experience It was a very nice gesture for the hotel to make up to us for our previous experience stay with them Staff in charge was also proactive in keeping us to date with the hotels activities available during our stay ,"['hotel', 'made', 'previous', 'experience', 'nice', 'gesture', 'hotel', 'make', 'us', 'previous', 'experience', 'stay', 'staff', 'charge', 'also', 'proactive', 'keeping', 'us', 'date', 'hotels', 'activities', 'available', 'stay', '']"
