No.,Hotel Name,Ratings,Date Of Stay,Reviews,Customer Name
618,Royal_Plaza_on_Scotts-Singapore,40,Date of stay: October 2019,"Very good value for money Stayed 4 nights 5 days with no issues at all! Great location and good value for the money spent. There are great shopping location around the corner, is very close to Dempsey Hill which is where all the high end restaurants are located,great for anniversaries! Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 14 Nov 2019 Hi TheHulkSmash  Thank you for your positive rating! We are so happy to hear that you have enjoyed your overall stay with us. We look forward to welcoming you back to create another colourful experience for you!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",TheHulkSmash wrote a review Nov 2019
619,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: November 2019,"Great location, halal food The hotel is in a great location.  Walking distance to MRT, Orchard Road and shopping malls. For muslim, it is a muslim friendly hotel. Royal Plaza serves halal food for breakfast. And the choices of food is great too! Read more Review collected in partnership with this hotel Date of stay: November 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 12 Nov 2019 Hello Anishlsa,  Thank you so much for your review and for staying with us recently at Royal Plaza on Scotts. We truly appreciate your feedback and hope to welcome you back to create another colourful experience at Royal Plaza on Scotts again very soon!  Kind regards, Patrick Fiat Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",AnishIsa wrote a review Nov 2019
620,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: November 2019,"Best Hotel in Singapore This is my first time to stay in Royal Plaza On Scott, first impression the staff were nice, polite and helpful. I like the way they threat the guest. Keep up the good work 👌. The room was clean, the room fasility was best, they gave us the complimentary for all the drinks in refrigerator for free, they provide Nespreso for free each room, they provide free pocket wifi on each room with high speed internet, we dont need to buy simcard anymore. The breakfast certificate halal, and the toilet has shower itself this is very important for us. They provide baby coat for my baby, it was very helpful. The location is near from MRT station and just walk by to the orchard road, my holiday is completed i choosed the right hotel to stay. Perfect ! Definitely i will come back to this hotel … Read more Date of stay: November 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 7 Nov 2019 Hi 168husnulh  Thank you for taking the time to share such a detailed review of your recent experience at Royal Plaza on Scotts.   We are delighted to know that you enjoyed everything that we put in place for guests to have memorable stays during their visit to Singapore and hear that you’ll want to return for another stay with us.   I hope you will write or call us before your next trip to allow us to plan well for another fantastic stay.   Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Husnul H wrote a review Nov 2019
621,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: November 2019,"Pleasant Stay The location is convenient as it's near the heart of Orchard. Always a pleasant stay, equipped with friendly, impeccable and competent staff and excellent facilities.The nearest MRT is about 5 mins walk away, and if you prefer the bus, there's one right in front of the hotel and another at the other side of the road. Read more Date of stay: November 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 7 Nov 2019 Hi WN7,  Thank you for taking the time to share about your recent stay with us.   We are incredibly pleased to hear that you enjoyed your stay and loved the service by our staff.  Thank you once again for your kind compliments. We look forward to welcoming you back soon.  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",WN7 wrote a review Nov 2019
622,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: November 2019,"Great location Complementary nonalcoholic minibar, friendly and attentive staff, late checkout and great location. What more can you ask for. Will definitely recommend to others and will stay again when in Singapore. Read more Review collected in partnership with this hotel Date of stay: November 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 7 Nov 2019 Hello Kerry R  Thank you for choosing to stay with us during your recent visit to Singapore! We truly appreciate your feedback and hope to welcome you back to create another colourful experience for you again!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Kerry R wrote a review Nov 2019
623,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: October 2019,"Best location for everything This hotel is in the most convenient spot for taxis and public transport. It is clean and stylish with super helpful staff. The food in the restaurant is of top quality, the only problem being too much choice! Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 12 Nov 2019 Hi sharonhollington,  Thank you for taking the time to share your review and for joining us recently at Royal Plaza on Scotts. I am so glad to hear that you enjoyed your stay and I hope that your travels bring you back to visit us soon!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",sharonhollington wrote a review Nov 2019
624,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: October 2019,"Good experience I always love this hotel. Located in very strategic location in Singapore, Orchard. 5 minutes walk to Ion Mall (through tunnel). Room is clean and tidy, ambience is perfect. Amenities provided. Staff is all friendly and helpful. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 14 Nov 2019 Hi michellek0e,  Thank you for taking the time to share such a positive review following your recent stay with us.   We are incredibly pleased to hear that you enjoyed your stay and the service we provide to our guests.  At Royal Plaza on Scotts we do our best to create colourful and memorable experiences for our guests, and I am so pleased to learn that we have achieved this during your visit.   Thank you once again for your kind compliments. We look forward to welcoming you back soon.  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",michellek0e wrote a review Nov 2019
625,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: October 2019,"Very good service and location highly recommended. Staff are extremely friendly and helpful. excellent service.  They even let me use their superglue when i requested it.  Location is great, 5 min walks from MRT station and major malls. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 4 Nov 2019 Hello viannelaw  Thank you for taking the time to share your review and for joining us recently at Royal Plaza on Scotts. I am so glad to hear that you've enjoyed our service and convenient location. We certainly hope to welcome you back for another stay again soon!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",viannelaw wrote a review Nov 2019
626,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: November 2019,"Great Location Value and Facilities Will definately stay when next in Singapore . Great location plus extremely friendly and helpful staff. Loved the express checkout which can be done online thus saving having to queue. .My room was very clean and spacious . Minibar was complimentary though very limited to only  beverages. Loved the hospitality lounge. Read more Review collected in partnership with this hotel Date of stay: November 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 4 Nov 2019 Hello ghui2019,  Thank you for taking the time to share your review and for joining us recently at Royal Plaza on Scotts. I am so glad to hear that you found your stay comfortable and enjoyable. It was a delight to have you with us, and we hope that your travels bring you back to visit us again soon!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",ghui2019 wrote a review Nov 2019
627,Royal_Plaza_on_Scotts-Singapore,40,Date of stay: October 2019,"Family Holiday Good location, clean and comfortable. friendly staff and good services .....the most important is the hotel location is very strategis....near to public fasilities, MRT, BUS, Mall etc. the hotel price not to expensive Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 4 Nov 2019 Hello evankyran,  Thank you for your review and for joining us recently at Royal Plaza on Scotts. We are so glad that you find our location convenient throughout your stay. We look forward to welcoming you back to create another colourful and comfortable stay for your next visit to Singapore.  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",evankyran wrote a review Nov 2019
628,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: October 2019,"Barudin's RP stay. Staying at Royal Plaza really good value for money. Excellent location, fantastic staff service throughout my stay. Foods during Breakfast, Hi Tea and Dinner are superb. Most importantly all are Halal. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 4 Nov 2019 Hello BarudinKudil,  Thank you so much for your review and for staying with us recently at Royal Plaza on Scotts. We truly appreciate your excellent feedback and hope to welcome you back for a colourful experience at Royal Plaza on Scotts very soon!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",BarudinKudil wrote a review Nov 2019
629,Royal_Plaza_on_Scotts-Singapore,30,Date of stay: October 2019,"Great Location But Room Need Upgrading Best location in the city, right smack in Orchard Road. Walking distance to the shopping area. However, getting around the hotel can be confusing as the lobby is on 5th Floor and has different entrances.  Room is a bit outdated as it is an old hotel. Better to improve on the decor and furnishing. Bed comfort was all right. Staff were friendly and helpful. However, check in was too slow. Had to stand for half hour before I get to the counter! Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 4 Nov 2019 Hello Nurul R,  Thank you for taking the time to share your review and for joining us recently at Royal Plaza on Scotts. I am so glad to hear that you enjoyed your overall stay and delighted to share that our hotel has recently been refurbished.  We appreciate you giving us the opportunity to better our service. We hope to welcome you back again soon.   Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Nurul R wrote a review Nov 2019
630,Royal_Plaza_on_Scotts-Singapore,30,Date of stay: October 2019,"Not as good as before Not as good as before. - Removal of hot drink bar in the Internet room.  - Deluxe twin room beds are changed to single instead of super single. Need to book deluxe twin plus to get super single beds. - Average service for front counter staffs. - Good service for Carousel restaurant staffs. - Good location. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 4 Nov 2019 Dear Travology,  Thank you so much for your feedback following your recent stay at Royal Plaza on Scotts.   We are sorry to learn that parts of your stay were less ideal than expected.  We hope to welcome you back to create a better experience at Royal Plaza on Scotts again very soon!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Travology wrote a review Nov 2019
631,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: November 2019,"Great value Price was the lowest for a 4 star hotel in orchard. Location was superb. Food Republic was just 1 min walk in the next building. Staffs are courteous, helpful and quick. Minibar and nespresso were free. there was portable wifi device to use during day trips Read more Review collected in partnership with this hotel Date of stay: November 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 4 Nov 2019 Hello LoveTravel669688,  Thank you for taking the time to share your review and for joining us recently at Royal Plaza on Scotts. I am so glad to hear that you enjoyed your stay and I hope that your travels bring you back to visit us soon!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",LoveTravel669688 wrote a review Nov 2019
632,Royal_Plaza_on_Scotts-Singapore,30,Date of stay: October 2019,"Dropped standards over the years We have stayed at this hotel for 20 years on many occasions. The standards have dropped recently, prompting us to think about looking elsewhere for future trips to Singapore. The doorman, other than Sayed are not as attentive as they should be and on occasion are on their mobile telephones when guests are clearly requiring assistance. Also, the quality of the minibar has dropped considerably and no longer caters for guests with low or no sugar drink requirements, only supply full sugar drinks such as Coke and orange juice. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 4 Nov 2019 Dear Villawarra,  Thank you for your support over the years and for taking the time to share your feedback with us on TripAdvisor.  We are sorry to learn that parts of your stay were less ideal than expected, and will be looking into the areas of improvement that you have highlighted. We have also addressed your feedback with the doormen.  We appreciate you giving us the opportunity to better our services and we hope that we will have the opportunity to welcome you back to create a better experience for you!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Villawarra wrote a review Nov 2019
633,Royal_Plaza_on_Scotts-Singapore,40,Date of stay: October 2019,"The location of the hotel is good! The hotel location is close to the Sub-way Orchard Station and very convenient to go shopping or getting light meals. This hotel can be recommended to foreign visitors for both business and sight seeing. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 4 Nov 2019 Hi yasu0k0zaki,  Thank you so much for your review and for staying with us recently at Royal Plaza on Scotts. We truly appreciate your feedback and hope to welcome you back to create another colourful experience at Royal Plaza on Scotts again very soon!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",yasu0k0zaki wrote a review Nov 2019
634,Royal_Plaza_on_Scotts-Singapore,20,Date of stay: November 2019,"Room ending in #10 The hotel is very nice and location is great to get out and about for shopping and restaurants.  Do not accept a room that ends in '10'.  I was in 310 and these rooms back to an alley and the noise level was significant and made for poor sleep.  While I know they can't be responsible for external issues, it's not a room I would pay S$300/night for ever again. Read more Review collected in partnership with this hotel Date of stay: November 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 4 Nov 2019 Dear sonyadowns,  Thank you for joining us recently and for taking the time to share your feedback.   We are glad to learn that you enjoyed our location and sorry to hear that your recent experience with us was less ideal than expected. We hope that we will have the opportunity to welcome you back to create a better experience for you.  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",sonyadowns wrote a review Nov 2019
635,Royal_Plaza_on_Scotts-Singapore,40,Date of stay: November 2019,"Good location comfy bed Good location for exploring the city. Loved the free WiFi you can take around with you really helped us make the most of our trip. The downside for us was the window looked out onto a car park so we missed the night time lights. Read more Date of stay: November 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 4 Nov 2019 Dear Lorna_NorthYorkshire,  Thank you for taking the time to share your review and for joining us recently at Royal Plaza on Scotts.   We are delighted to learn that you enjoyed our location, comfy Dream Bed and free pocket WIFI, and are sorry to learn that part of your stay was less delightful than expected. As a property, we are fortunate to be in the heart of Singapore's vibrant shopping district. However, being a city hotel may also mean that there are many buildings in the area. We hope to seek your kind understanding in regards to your experience.  I hope that your travels bring you back to visit us soon!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Lorna wrote a review Nov 2019
636,Royal_Plaza_on_Scotts-Singapore,40,Date of stay: October 2019,"Great place to stay when in Singapore Will definitely stay at Royal Plaza on Scotts the next time I visit. Great for business and family. Courteous staff and central location for shopping. Clean rooms and loved that the mini bar came free with the room so no more running for drinks at the convenience store. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 31 Oct 2019 Hello rommelg_roque  Thank you for choosing to stay with us during your recent visit to Singapore! We're glad to hear that you've found your stay delightful and comfortable. Hope your travels bring you back for another stay with us!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",rommelg_roque wrote a review Oct 2019
637,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: October 2019,"Good upgrade. Excellent location Good upgrade. Excellent location. Disciplined and helpful staff. Very comfortable bed and pillows. Quite a complete selection of amenities and refreshment provoided 4 lifts so a very short wait each trip to and from the room. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 31 Oct 2019 Hi AdrianAdy66  Thank you for taking the time to share your review and for joining us recently at Royal Plaza on Scotts. I am so glad to hear that you found your stay delightful and convenient. I hope that your travels bring you back to visit us soon!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",AdrianAdy66 wrote a review Oct 2019
638,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: October 2019,"Wonderful staycation Pleasant stay as usual.   Check-in and out were fast and efficient.  Standard of buffet breakfast seemed to have slipped in terms of variety and quality.  Room was supposed to be newly renovated but didn't feel like new.  Nonetheless, they were comfortable and clean.  Overall highly recommended for the location and comfort. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 31 Oct 2019 Hi Rogtan  Thank you so much for your review and for staying with us recently at Royal Plaza on Scotts. We truly appreciate your feedback and hope to welcome you back to create another colourful experience at Royal Plaza on Scotts again very soon!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Rogtan wrote a review Oct 2019
639,Royal_Plaza_on_Scotts-Singapore,20,Date of stay: October 2019,"No smoking room or balcony So boring not much to get and since i'm smoker it a boring hotel I need to go down every time I want to smoke even during raining. Food are the same all days.. Viewing.. only next building concrete block.. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 31 Oct 2019 Hi AhmadA4613  Thank you for your feedback. We are a 100% smoke-free hotel, however, there are smoking areas located close to our property. We appreciate your feedback regarding our service and we will do our best to make the improvements.   Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Ahmad A wrote a review Oct 2019
640,Royal_Plaza_on_Scotts-Singapore,30,Date of stay: October 2019,"Not as good as we hoped The hotel was newly renovated, clean, had large rooms (for Singapore) and a good location for a reasonable price.  I would recommend for singles or couples, although there are other good options too. However they could not provide sleeping arrangements for our family despite emailing one month before, asking a simple request of king bed in one room and 2 singles in the connecting room. It meant we had to share 3 people in one bed and a single in the other. They do not have the ability to provide extra bedding, or split rooms (it is only both king or both twin bedding). They simply could have informed us of this before we got there and we could have made alternative arrangements. Instead they took our money and waited until we arrived to inform us of this issue. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 31 Oct 2019 Dear waltzbw  Thank you for your feedback. We are sorry to learn that we were unable to fulfill your request during your stay. We certainly hope to recover your impression of our hotel by creating a better experience for you on your next visit to Singapore.   Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",waltzbw wrote a review Oct 2019
641,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: October 2019,"Great Stay Hotel is newly renovated, which makes it way better than before - more roomy and spacious. The hotel is located very strategically; very accessible and only a walking distance to EVERYTHING!   You should also try their buffet. They have a great line up of food. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 31 Oct 2019 Hi zeehussyn  Thank you for taking the time to share your review and for joining us recently at Royal Plaza on Scotts. I am so glad to hear that you enjoyed your stay and I hope that your travels bring you back to visit us soon!  Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",zeehussyn wrote a review Oct 2019
642,Royal_Plaza_on_Scotts-Singapore,40,Date of stay: October 2019,"Ideal location at Central area. It's an ideal location, shopping district and located at Singapore city central area. It's convenient and nearby Orchard MRT station, it is easy to access anywhere in Singapore.  Would definitely revisit this hotel again! Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 31 Oct 2019 Hi MoNey_Yong  Thank you for sharing your amazing experience with us!  We are delighted to hear that you enjoyed your stay and found our hotel location convenient for your travels.  We appreciate you recommending us to the online community, and we hope to welcome you back soon!   Kind regards, Patrick Fiat General Manager & Chief Experience Officer (CEO) Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",MoNey_Yong wrote a review Oct 2019
643,Royal_Plaza_on_Scotts-Singapore,40,Date of stay: October 2019,"A Good Stay at Great Location Rooms were neat and clean.  Hospitality was outstanding Food options were repeatative everyday. This is the only thing that can be improved. Overall it was a good stay as the hotel is situated at one of the prime locations of Singapore Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 29 Oct 2019 Hi mahendrasonkusare,  Thank you for taking the time to share your review and for joining us recently at Royal Plaza on Scotts. I am glad to hear that overall, you had a good stay. We appreciate you taking the time to highlight an area of improvement for us to look into. We hope we'll have the chance to welcome you back to create a better experience for you.   Kind regards, Patrick Fiat Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",mahendrasonkusare wrote a review Oct 2019
644,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: October 2019,"Enjoyable birthday stay Great location and staff - they even provided a slice of cake for my birthday upon checking in.  All the staff we encountered were very friendly (and genuinely happy) - from the concierge to the bell boys. The pocket WiFi was a definite plus for us. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 29 Oct 2019 Hello Flyer296343,  Thank you for choosing to celebrate such a special occasion with us at Royal Plaza on Scotts! We truly appreciate your feedback and are delighted to learn that you enjoyed your interaction with our associates and the complimentary pocket WIFI. We hope to welcome you back to create another colourful experience for you!  Kind regards, Patrick Fiat Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Flyer296343 wrote a review Oct 2019
645,Royal_Plaza_on_Scotts-Singapore,40,Date of stay: October 2019,"About the Hotel. The hotel is excellence in terms of location and cleanliness. The breakfast is very good. However, I experienced a low internet connection and sometimes there were no internet connection when using WIFI in the room. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 29 Oct 2019 Hello leakhena2019  Thank you for joining us recently at Royal Plaza on Scotts! We are glad to learn that you enjoyed our convenient location and cleanliness but are sorry to learn that your part of your experience was less delightful than expected. Please be assured that the team is looking into your feedback. We hope to have the opportunity to welcome you back and create a better experience for you.  Kind regards, Patrick Fiat Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",leakhena2019 wrote a review Oct 2019
646,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: October 2019,"Good as usual We have stayed at Royal Plaza on Scotts several times now and it is our hotel of choice when in Singapore. Location is great near Orchard MRT and the busy corner of Orchard and Scotts Road. Comfortable bed, good rainfall shower, free mini-bar (Non-alcoholic), free bottled water, Nespresso machine. We were upgraded to a refurbished Premier room and given complimentary late checkout. We hope to return again soon. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share Response from RoyalPlazaSG , General Manager at Royal Plaza on Scotts Responded 27 Oct 2019 Hello Mary-Anne M,  Thank you so much for your continued support and for staying with us recently at Royal Plaza on Scotts. We truly appreciate your feedback and are honoured to learn that we are hotel of choice in Singapore. We hope to welcome you back to create many more colourful experiences for you at Royal Plaza on Scotts again very soon!  Kind regards, Patrick Fiat Read more This response is the subjective opinion of the management representative and not of Tripadvisor LLC.",Mary-Anne M wrote a review Oct 2019
647,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: October 2019,Relaxing break in Singapore! Had a wonderful five night stay in Singapore. Service with a smile - first impression is very important and I was not disappointed. From the door man to the housekeeping staff - such courteous & friendly bunch!! Great location - plenty of food options and is a shoppers paradise. Read more Review collected in partnership with this hotel Date of stay: October 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share,syusof252684 wrote a review Oct 2019
648,Royal_Plaza_on_Scotts-Singapore,50,Date of stay: July 2019,"Lovely hotel, decent location While not in the heart of Singapore, it is close enough and there’s plenty around to keep you occupied. The free selection of soft drinks in the minibar was a nice touch at a clean, modern hotel. Would stay again Read more Date of stay: July 2019 This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews. 2 Helpful votes Helpful Share",sportingfruit wrote a review Oct 2019
